Row, Cumulative Sum
1482, 235620
1483, 235875
1484, 235875
1485, 236130
1486, 235620
1487, 235875
1488, 236130
1489, 235110
1490, 232560
1491, 230775
1492, 231540
1493, 232050
1494, 230520
1495, 227460
1496, 226950
1497, 223380
1498, 222615
1499, 220065
1500, 217515
1501, 215475
1502, 206040
1503, 193800
1504, 184875
1505, 185895
1506, 193035
1507, 198645
1508, 194055
1509, 191250
1510, 187680
1511, 171870
1512, 151470
1513, 139740
1514, 141780
1515, 134385
1516, 122145
1517, 117300
1518, 115770
1519, 110670
1520, 122145
1521, 146370
1522, 175695
1523, 210375
1524, 224400
1525, 233835
1526, 234090
1527, 234090
1528, 234855
1529, 234090
1530, 233580
1531, 232560
1532, 233070
1533, 233325
1534, 233325
1535, 233325
1536, 232050
1537, 230775
1538, 230010
1539, 227970
1540, 227205
1541, 224910
1542, 219300
1543, 209100
1544, 205530
1545, 202725
